            x [m]            y [m]            z [m]         Ex [V/m]         Ey [V/m]         Ez [V/m]
           0.3635           -0.055                0     -2.00012e+06           762088         -1982.03
           0.3735           -0.055                0     -1.71871e+06           475914          2221.89
           0.3835           -0.055                0     -1.40744e+06           137133          5069.88
           0.3935           -0.055                0      -1.0877e+06         -41164.3         -10910.7
           0.4035           -0.055                0          -807585          -146137         -831.122
           0.4135           -0.055                0          -564931          -167610         -13088.8
           0.4235           -0.055                0          -414942          -127931         -3459.35
           0.4335           -0.055                0          -338005         -71207.1          224.678
           0.4435           -0.055                0          -304909         -18981.3          49.3885
           0.0035           -0.045                0           526243          21098.3          13.3474
           0.0135           -0.045                0           533586          77208.7         -279.519
           0.0235           -0.045                0           538914           135253         -41.9392
           0.0335           -0.045                0           553467           198313          259.688
           0.0435           -0.045                0           575127           261787          285.801
           0.0535           -0.045                0           604145           327378         -128.395
           0.0635           -0.045                0           640044           394836         -237.524
           0.0735           -0.045                0           683457           464507          150.898
           0.0835           -0.045                0           735060           536935          369.848
           0.0935           -0.045                0           795666           611056          420.025
           0.1035           -0.045                0           913596           141985          23.9931
           0.1135           -0.045                0      1.00696e+06           163213          40.8479
           0.1235           -0.045                0      1.11412e+06           187522          13.9336
           0.1335           -0.045                0      1.23742e+06           214299         -25.2284
           0.1435           -0.045                0      1.37951e+06           243862         -25.1891
           0.1535           -0.045                0      1.54369e+06           276806         -129.014
           0.1635           -0.045                0      1.73592e+06           313443          220.096
           0.1735           -0.045                0      1.96335e+06           354161         -130.613
           0.1835           -0.045                0      2.23652e+06           398105          79.1992
           0.1935           -0.045                0      2.56903e+06           443484          563.861
           0.2035           -0.045                0      2.98446e+06           483199         -558.157
           0.2135           -0.045                0      3.52064e+06           479473         -862.231
           0.2235           -0.045                0      1.40958e+06      1.78353e+06         -19657.3
           0.2335           -0.045                0          -7.8005          -5.0789         -20.2685
           0.2435           -0.045                0          13.0259         -10.7267         -1.57479
           0.2535           -0.045                0          50.7835          96.6549         -177.477
           0.2635           -0.045                0          2.36087         -19.1269         0.372818
           0.2735           -0.045                0         -5.08143         -20.9803         -1.08473
           0.2835           -0.045                0         -4.66738         -20.6964         0.481965
           0.2935           -0.045                0          3.88062         -25.9968         -4.66342
           0.3035           -0.045                0            5.033         -1.53914          12.9276
           0.3135           -0.045                0     -7.00827e+06      3.17196e+06           3619.1
           0.3235           -0.045                0      -5.0997e+06      2.19985e+06         -4909.71
           0.3335           -0.045                0     -3.99043e+06      1.63868e+06          643.574
           0.3435           -0.045                0     -3.23102e+06      1.24968e+06          14974.1
           0.3535           -0.045                0      -2.7232e+06           920823          5490.99
           0.3635           -0.045                0     -2.33957e+06           577485          10883.6
           0.3735           -0.045                0      -2.0319e+06           224030          10032.3
           0.3835           -0.045                0     -1.71596e+06          -134272          3808.67
           0.3935           -0.045                0     -1.29643e+06          -462218         -5921.23
           0.4035           -0.045                0          -798180          -562902          2.55884
           0.4135           -0.045                0          -484180          -413913         -5255.86
           0.4235           -0.045                0          -324271          -271670         -2494.47
           0.4335           -0.045                0          -256741          -144182         -929.987
           0.4435           -0.045                0          -226572         -37043.6          585.377
           0.0035           -0.035                0           588941          23823.1          43.8523
           0.0135           -0.035                0           594117          91369.3         -223.203
           0.0235           -0.035                0           604292           161113         -311.391
           0.0335           -0.035                0           620850           232620          744.034
           0.0435           -0.035                0           645097           308154         -160.906
           0.0535           -0.035                0           674990           381063          676.281
           0.0635           -0.035                0           713692           461305            317.4
           0.0735           -0.035                0           759285           541879          108.888
           0.0835           -0.035                0           813104           624467          270.966
           0.0935           -0.035                0           875310           710123          609.215
           0.1035           -0.035                0           947198           795667          657.512
           0.1135           -0.035                0      1.02978e+06           881466          192.079
           0.1235           -0.035                0      1.12345e+06           957840         -603.002
           0.1335           -0.035                0      1.23148e+06      1.03073e+06         -1425.82
           0.1435           -0.035                0      1.35394e+06      1.08506e+06          747.855
           0.1535           -0.035                0      1.49786e+06      1.11352e+06         -526.063
           0.1635           -0.035                0      1.66391e+06       1.0917e+06          1797.88
           0.1735           -0.035                0      1.86577e+06           985971          418.342
           0.1835           -0.035                0      2.11663e+06           742971          -137.98
           0.1935           -0.035                0      2.43801e+06           291423          2267.38
           0.2035           -0.035                0      2.86548e+06          -513366          1336.66
           0.2135           -0.035                0      3.43616e+06     -1.96361e+06          2270.09
           0.2235           -0.035                0          4.63913         -22.1011           2.6321
           0.2335           -0.035                0         0.598427           19.971        -0.942471
           0.2435           -0.035                0          2.05052           8.6304         -3.55181
           0.2535           -0.035                0          -782509          -574291          14640.1
           0.2635           -0.035                0          99180.1          -212059          292.686
           0.2735           -0.035                0          72564.8         -63876.8          416.001
           0.2835           -0.035                0          29437.9         -17701.6          361.185
           0.2935           -0.035                0          11033.5         -5020.52         -85.9937
           0.3035           -0.035                0         -2.74825          1.71708         -10.8947
           0.3135           -0.035                0     -7.36015e+06           764242          2591.36
           0.3235           -0.035                0     -5.47845e+06      1.15357e+06         -2597.33
           0.3335           -0.035                0     -4.32603e+06      1.08325e+06         -3230.28
           0.3435           -0.035                0     -3.54622e+06           910527         -9486.58
           0.3535           -0.035                0     -2.99571e+06           650505          1819.24
           0.3635           -0.035                0     -2.65944e+06           374093         -12216.3
           0.3735           -0.035                0     -2.42407e+06          10646.7          15460.4
           0.3835           -0.035                0     -2.29511e+06          -577917         -1723.08
           0.3935           -0.035                0     -1.75898e+06     -1.52658e+06         -4805.52
           0.4035           -0.035                0          -465538     -1.36952e+06          4760.59
           0.4135           -0.035                0          -215915          -744667         -1733.33
           0.4235           -0.035                0          -135666          -450430         -774.104
           0.4335           -0.035                0          -103198          -232908         -609.597
           0.4435           -0.035                0         -89836.7         -57909.2          158.478
           0.0035           -0.025                0           650376          2840.48         -14.1747
           0.0135           -0.025                0           655833          10986.4         -1.14929
           0.0235           -0.025                0           667854          19321.3          7.20214
           0.0335           -0.025                0           686561          27842.4         -15.3367
           0.0435           -0.025                0           712180          36659.3          12.1165
           0.0535           -0.025                0           744948          45744.3           11.805
           0.0635           -0.025                0           785081          55075.6        -0.984985
           0.0735           -0.025                0           832833          64701.7          10.4131
           0.0835           -0.025                0           888458          74524.1         -8.71844
           0.0935           -0.025                0           951988          84653.2          33.2518
           0.1035           -0.025                0      1.02378e+06            94652         -36.2093
           0.1135           -0.025                0      1.10371e+06           104528         -26.3592
           0.1235           -0.025                0      1.19174e+06           113809          10.7527
           0.1335           -0.025                0      1.28728e+06           121849         -5.00702
           0.1435           -0.025                0      1.38931e+06           127452          5.66406
           0.1535           -0.025                0      1.49568e+06           129137          12.6862
           0.1635           -0.025                0      1.60326e+06           124162          29.0225
           0.1735           -0.025                0      1.70628e+06           108167         -29.8909
           0.1835           -0.025                0      1.79543e+06          74565.9           149.13
           0.1935           -0.025                0      1.85402e+06          12330.1          214.144
           0.2035           -0.025                0      1.85322e+06         -94872.4         -504.518
           0.2135           -0.025                0      1.72839e+06          -259858          375.569
           0.2235           -0.025                0      1.37858e+06          -402668          130.442
           0.2335           -0.025                0           988903          -334888          56.6724
           0.2435           -0.025                0           727095          -219255         -197.513
           0.2535           -0.025                0           427722          7701.76          -1339.4
